id,link,title,author,image_link,publisher,description,genre,format,subject,audience,collection
778757,http://catalog.douglascountylibraries.org//Record/778757,Tim Allen live onstage2 standup comedy concerts,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=780014992590&id=778757&size=small,"Rhino,",2 comedy concerts which represent the best of Tim Allen as a stand-up comedian before his hit TV series 'Home Improvement' and his film success with movies such as 'The Shaggy Dog' and 'The Santa Claus' movies. Includes a never released Tim Allen short.,Comedy films,DVD,Stand-up comedy,Adult,DVD
779113,http://catalog.douglascountylibraries.org//Record/779113,"Bly on direct marketing :258 ways to double your response, based on a quarter century of proven results","Bly, Robert W",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0976517213&upc=&id=779113&size=small,MeritDirect Press,,,Book,Direct marketing;Industrial marketing,,Books
785774,http://catalog.douglascountylibraries.org//Record/785774,Fragile thingsshort fictions and wonders,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=785774&size=small,,"In this collection of over 25 pieces of short fiction, including a novella featuring the hero of ""American gods,"" Gaiman charts the terrain between life and death, perception and reality, darkness and light. From an alternate-universe Victorian England to months of the year sitting around chatting, this volume should dazzle the senses.",,,,,
790945,http://catalog.douglascountylibraries.org//Record/790945,The godfather,"Gardner, Grover;Puzo, Mario, 1920-1999",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9781415935309&upc=&id=790945&size=small,"Books on Tape,",,,CD,Mafia Fiction;Detective and mystery stories,General,Audio Book
800990,http://catalog.douglascountylibraries.org//Record/800990,Ella Fitzgerald & friends for lovers,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=800990&size=small,,"On these eleven tracks, Fitzgerald and friends - including Duke Ellington, Count Basie, and Stan Getz - create music that is bound to capture your heart.",,,,,
801872,http://catalog.douglascountylibraries.org//Record/801872,The Renaissance,"Fitzpatrick, Anne, 1978-",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9781583413494&upc=&id=801872&size=small,"Creative Education,",Discusses the art and artists of the period in history known as the Renaissance.,,Book,"Art, Renaissance Juvenile literature",Juvenile,Books
809559,http://catalog.douglascountylibraries.org//Record/809559,Superstars of the 80s,"Turner, Tina;Benatar, Pat;Collins, Phil;Idol, Billy;Winwood, Steve, 1948-;Bowie, David",http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=610583182620&id=809559&size=small,"Time/Life Wea,","Packed with 45 unforgettable hits, this three disc collection will take music fans back to the early days of MTV. This collection includes hits from such artists as David Bowie, INXS, ABC, Tina Turner, Duran Duran, and more.",,Music CD,Rock music 1981-1990,Adult,Music
811697,http://catalog.douglascountylibraries.org//Record/811697,The little book of common sense investing[the only way to guarantee your fair share of market returns],"Bogle, John C;Pinto, Thom",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780792747314&upc=&id=811697&size=small,Audio Renaissance ;,"A power-packed explanation of why outperforming the market is an investor illusion. Instead, the man who has been called the conscience of the investment industry recommends a simple, time-tested investment strategy--indexing--that can deliver the greatest return to the greatest number of investors. Why? Investing is a zero sum game where transaction costs, taxes, poor investment diversification, and poor market-timing (an affliction for most investors) hurts your portfolio more than it helps. Indexing eliminates that hurt. Bottom-line, if you can't be an index, why not invest in one. And you'll be all the happier and richer for it.",Audiobooks,CD,Index mutual funds,,Audio Book
818895,http://catalog.douglascountylibraries.org//Record/818895,"Toys go outbeing the adventures of a knowledgeable Stingray, a toughy little Buffalo, and someone called Plastic","Jenkins, Emily, 1967-;Martinez, Melanie",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9781428145993&upc=&id=818895&size=small,"Recorded Books,","Six stories relate the adventures of three best friends, who happen to be toys.",Audiobooks,CD,Toys Juvenile fiction;Best friends Juvenile fiction;Friendship Juvenile fiction;Stuffed animals (Toys) Juvenile fiction;Adventure stories Juvenile literature,Juvenile,Audio Book
822255,http://catalog.douglascountylibraries.org//Record/822255,The best of Sergio Mendes & Brasil '66,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=822255&size=small,,,,,,,
830263,http://catalog.douglascountylibraries.org//Record/830263,The busy little squirrel,"Tafuri, Nancy",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780689873416&upc=&id=830263&size=small,"Simon & Schuster Books for Young Readers,","Squirrel is too busy getting ready for winter to nibble a pumpkin with Mouse, run in the field with Dog, or otherwise play with any of the other animals. The leaves have started to fall. The air is cold. Squirrel needs to get ready for winter. He cannot nibble with the mice. He does not have time to hop with the frogs or run with the dogs. But there is one thing he can do!",,Picture Book,Squirrels Juvenile fiction;Animals Juvenile fiction;Autumn Juvenile fiction,Juvenile,Books
838807,http://catalog.douglascountylibraries.org//Record/838807,The Merck/Merial manual for pet health,"Merck & Co;Kahn, Cynthia M",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780911910995&upc=&id=838807&size=small,"Merck & Co.,",,,Book;Reference,"Pets Care Handbooks, manuals, etc;Veterinary medicine Handbooks, manuals, etc;Animal health Handbooks, manuals, etc",,Books
845583,http://catalog.douglascountylibraries.org//Record/845583,The Wiz,"Universal Studios Home Video (Firm);Lumet, Sidney, 1924-2011;Ross, Ted;Horne, Lena;Small, Charles, 1927-;Ross, Diana, 1944-;Pryor, Richard, 1940-2005;Jackson, Michael, 1958-2009;Russell, Nipsey, 1924-2005;Baum, L. Frank 1856-1919;Brown, William F. 1928-;Universal Music Enterprises",http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=025195002844&id=845583&size=small,"Universal,","A schoolteacher in Harlem is whisked away by a snowstorm, to a fantasy New York City in order to find herself. Along the way she meets the Scarecrow, the Tinman, and the Lion. Includes bonus CD.",Musical films;Feature films,DVD,"Gale, Dorothy (Fictitious character) Drama;Oz (Imaginary place) Drama",Adult,DVD
858041,http://catalog.douglascountylibraries.org//Record/858041,Master of deception,"Watson, Jude",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780439681421&upc=&id=858041&size=small,"Scholastic,","Ferus Olin's in full blown double agent mode and that's got him and his friends worried. Friendship and loyalty are certainly tested when it comes down to the question of ""who do you serve?"" or ""How much hurt can one inflict while doing something necessary?""",Star Wars fiction;Science fiction,Book,"Olin, Ferus (Fictitious character) Juvenile fiction;Weapons Juvenile fiction;Voyages and travels Juvenile fiction;Life on other planets Juvenile fiction;Extraterrestrial beings Juvenile fiction;Jedi Knights (Fictitious characters) Juvenile fiction",Juvenile,Books
878328,http://catalog.douglascountylibraries.org//Record/878328,Play,"Paisley, Brad",http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=886972690827&id=878328&size=small,"Sony Nashville,","Features guests such as Keith Urban, Buck Owens, and B.B. King.",,Music CD,Guitar music;Country music,Adult,Music
879187,http://catalog.douglascountylibraries.org//Record/879187,"Money, and the law of attraction :learning to attract wealth, health, and happiness","Hicks, Jerry;Abraham (Spirit);Hicks, Esther",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9781401918811&upc=&id=879187&size=small,"Hay House, Inc.,",,,Book,Success;New Thought;Money;Health;Well-being,,Books
891237,http://catalog.douglascountylibraries.org//Record/891237,Scooby-Doo2monsters unleashed,"Prinze, Freddie, Jr;Gunn, James, 1970-;Boyle, Peter, 1935-2006;Green, Seth, 1974-;Suckle, Richard;Roven, Charles;Mosaic Media Group (Firm);Gosnell, Raja;Gellar, Sarah Michelle, 1977-;Warner Home Video (Firm);Warner Bros. Pictures (1969- )",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780790782874&upc=085392839926&id=891237&size=small,"Warner Home Video,",A masked villain wreaks mayhem on the city of Coolsville with a monster machine that creates real-life versions of Mystery Inc.'s former foes.,Scooby-Doo films;Children's films;Films for the hearing impaired,DVD,Scooby-Doo (Fictitious character) Juvenile drama;Monsters Juvenile drama,Juvenile,DVD
892748,http://catalog.douglascountylibraries.org//Record/892748,Froggy eats out,"London, Jonathan, 1947-;Remkiewicz, Frank",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780670896868&upc=&id=892748&size=small,"Viking,","After Froggy misbehaves at a fancy restaurant, his parents take him to a fast flies restaurant to celebrate their anniversary.",,Picture Book,Frogs Juvenile fiction;Restaurants Juvenile fiction,Juvenile,Books
893467,http://catalog.douglascountylibraries.org//Record/893467,Yes - the new director's cut,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=760137507390&id=893467&size=small,"Music Video Distributors,","From the footage of the 2003 world tour that didn't make it into the original edit. Recorded live during the 35th Anniversary World Tour, this is the wondrous songs and stories of YES. Featuring the Classic line-up of YES.",,DVD,,Adult,DVD
895137,http://catalog.douglascountylibraries.org//Record/895137,The Berenstain bears get their kicks,"Berenstain, Stan, 1923-2005;Berenstain, Jan, 1923-2012",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0679889558&upc=&id=895137&size=small,"Random House,",,,Picture Book,Bears Juvenile fiction;Soccer stories,Juvenile,Books
895138,http://catalog.douglascountylibraries.org//Record/895138,The Berenstain Bears and the sitter,"Berenstain, Stan, 1923-2005;Berenstain, Jan, 1923-2012",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0394848373&upc=&id=895138&size=small,"Random House,","Brother and Sister Bear are not happy with the idea of Mrs. Grizzle for a baby-sitter, but they find her drawstring bag very intriguing.",,Picture Book,Bears Fiction;Babysitters Fiction,Juvenile,Books
895145,http://catalog.douglascountylibraries.org//Record/895145,Young Cam Jansen and the missing cookie,"Natti, Susanna;Adler, David A",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0670867721&upc=&id=895145&size=small,"Viking,",Fifth-grade sleuth Cam Jansen uses her photographic memory to discover what happened to a classmate's missing cookie.,,Book,Cookies Juvenile fiction;Detective and mystery stories,Juvenile,Books
895146,http://catalog.douglascountylibraries.org//Record/895146,Tales of a fourth grade nothing,"Doty, Roy, 1922-;Blume, Judy",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780525469315&upc=&id=895146&size=small,Dutton :,Peter finds his demanding two-year-old brother an ever increasing problem.,Humorous fiction,Book,Brothers Juvenile fiction;Families Juvenile fiction,Juvenile,Books
895148,http://catalog.douglascountylibraries.org//Record/895148,Otis Spofford,"Cleary, Beverly;Darling, Louis",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0380709198&upc=&id=895148&size=small,Morrow :,"The class cut-up is given his come-uppance by gentle, timid Ellen Tebbits.",,Book,Schools Juvenile fiction,Juvenile,Books
895199,http://catalog.douglascountylibraries.org//Record/895199,Dot the fire dog,"Desimini, Lisa",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780439233224&upc=&id=895199&size=small,"Blue Sky Press,",Dot the dalmatian that lives at a firehouse accompanies the firefighters when they rush to a burning house.,,Picture Book,Fire fighters Juvenile fiction;Dalmatian dog Juvenile fiction;Dogs Juvenile fiction,Juvenile,Books
895207,http://catalog.douglascountylibraries.org//Record/895207,"D.W., go to your room!","Brown, Marc Tolon",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780316109055&upc=&id=895207&size=small,"Little, Brown,","When D.W. is sent to her room as punishment for making baby Kate cry, it is Kate who finally makes her feel better.",,Picture Book,Sisters Juvenile fiction;Families Juvenile fiction;Aardvark Fiction,Juvenile,Books
895209,http://catalog.douglascountylibraries.org//Record/895209,Curious George and the dump truck,"Rey, H. A. 1898-1977;Rey, Margret;Vipah Interactive",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780395978320&upc=&id=895209&size=small,"Houghton Mifflin,",Curious George creates a mess when he boards a dump truck and spills a load of dirt in a pond but redeems himself when the dirt creates an island for ducks in the pond.,,Picture Book,Monkeys Juvenile fiction;Ducks Juvenile fiction;Dump trucks Juvenile fiction;Chimpanzees Juvenile fiction,Juvenile,Books
895225,http://catalog.douglascountylibraries.org//Record/895225,Great day for up,"Seuss, Dr",http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=895225&size=small,,"Rhymed text and illustrations introduce the many meanings of ""up.""",,Book,,Juvenile,
